PanelName,HoleName,X,Y,Z,Diameter,Depth
CorpusMiddle,left_side_1,0,50,9.5,4,30
CorpusMiddle,left_side_2,0,180,9.5,4,30
CorpusMiddle,right_side_1,562,50,9.5,4,30
CorpusMiddle,right_side_2,562,180,9.5,4,30
