PanelName,HoleName,X,Y,Z,Diameter,Depth
DrawerFrontTop,left_side_1,42.5,50,0,6,10
DrawerFrontTop,left_side_2,42.5,166,0,6,10
DrawerFrontTop,right_side_1,754.5,50,0,6,10
DrawerFrontTop,right_side_2,754.5,166,0,6,10
DrawerFrontTop,bottom_panel_1,92.5,6,0,6,10
DrawerFrontTop,bottom_panel_2,704.5,6,0,6,10
DrawerFrontTop,bottom_panel_3,296.5,6,0,6,10
DrawerFrontTop,bottom_panel_4,500.5,6,0,6,10
DrawerFrontTop,handle_1,318.5,103,0,4,19
DrawerFrontTop,handle_2,478.5,103,0,4,19
