PanelName,HoleName,X,Y,Z,Diameter,Depth
DrawerSideRight,back_panel_1,219,50,0,4,12
DrawerSideRight,back_panel_2,219,150,0,4,12
DrawerSideRight,bottom_panel_1,50,6,0,4,12
DrawerSideRight,bottom_panel_2,175,6,0,4,12
DrawerSideRight,dowel_front_1,0,50,6,6,20
DrawerSideRight,dowel_front_2,0,150,6,6,20
DrawerSideRight,slide_pilot_35,35,72.5,0,2.5,2
DrawerSideRight,slide_pilot_163,163,72.5,0,2.5,2
