PanelName,HoleName,X,Y,Diameter,Depth
DrawerFrontFirst,left_side_1,42.5,50,6,10
DrawerFrontFirst,left_side_2,42.5,183,6,10
DrawerFrontFirst,right_side_1,754.5,50,6,10
DrawerFrontFirst,right_side_2,754.5,183,6,10
DrawerFrontFirst,bottom_panel_1,92.5,6,6,10
DrawerFrontFirst,bottom_panel_2,704.5,6,6,10
DrawerFrontFirst,bottom_panel_3,296.5,6,6,10
DrawerFrontFirst,bottom_panel_4,500.5,6,6,10
DrawerFrontFirst,handle_1,318.5,129,4,19
DrawerFrontFirst,handle_2,478.5,129,4,19
