PanelName,HoleName,X,Y,Diameter,Depth
CorpusTopBottom,left_side_1,0,50,4,30
CorpusTopBottom,left_side_2,0,180,4,30
CorpusTopBottom,right_side_1,762,50,4,30
CorpusTopBottom,right_side_2,762,180,4,30
