PanelName,HoleName,X,Y,Diameter,Depth
DrawerSideRight,back_panel_1,50,219,4,12
DrawerSideRight,back_panel_2,150,219,4,12
DrawerSideRight,bottom_panel_1,6,50,4,12
DrawerSideRight,bottom_panel_2,6,163,4,12
DrawerSideRight,dowel_front_1,50,0,6,20
DrawerSideRight,dowel_front_2,150,0,6,20
DrawerSideRight,slide_pilot_35,72.5,35,2.5,2
DrawerSideRight,slide_pilot_163,72.5,163,2.5,2
